,Unnamed: 0,ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM.FUEL.TRIM.BANK.1,FUEL_ECONOMY,LONG.TERM.FUEL.TRIM.BANK.2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT.TERM.FUEL.TRIM.BANK.2,SHORT.TERM.FUEL.TRIM.BANK.1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui,TROUBLE_CODES_converted,TIMESTAMP,MARK,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,BAROMETRIC_PRESSURE.KPA.,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
18806,18807,,,,,,car6,,93.0,,"31,40%",,2018.0,34.0,,,,,Biodiesel_Ethanol,47.0,,43.0,,,,14%,MIL is OFF1 codes,P0133,"66,7%",,,1,1500031519337.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18807,18808,,,,,,car6,,93.0,,"16,50%",,1910.0,19.0,,,,,Biodiesel_Ethanol,47.0,,32.0,,,,5%,MIL is OFF1 codes,P0133,"71,8%",,,1,1500031528351.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18808,18809,,,,,,car6,,90.0,,,,760.0,34.0,,,,,Biodiesel_Ethanol,47.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"46,7%",,,1,1500031537356.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18809,18810,,,,,,car6,,89.0,,,,749.0,34.0,,,,,Biodiesel_Ethanol,47.0,,5.0,,,,2%,MIL is OFF1 codes,P0133,"50,6%",,,1,1500031546361.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18810,18811,,,,,,car6,,89.0,,"13,30%",,1445.0,24.0,,,,,Biodiesel_Ethanol,47.0,,15.0,,,,8%,MIL is OFF1 codes,P0133,"43,5%",,,1,1500031555375.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18811,18812,,,,,,car6,,90.0,,"18,40%",,1939.0,27.0,,,,,Biodiesel_Ethanol,48.0,,27.0,,,,9%,MIL is OFF1 codes,P0133,"70,2%",,,1,1500031564381.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18812,18813,,,,,,car6,,90.0,,"14,50%",,1760.0,42.0,,,,,Biodiesel_Ethanol,48.0,,38.0,,,,8%,MIL is OFF1 codes,P0133,"71,4%",,,1,1500031573386.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18813,18814,,,,,,car6,,89.0,,,,1571.0,23.0,,,,,Biodiesel_Ethanol,48.0,,31.0,,,,3%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500031582393.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18814,18815,,,,,,car6,,87.0,,"35,30%",,1580.0,82.0,,,,,Biodiesel_Ethanol,48.0,,55.0,,,,30%,MIL is OFF1 codes,P0133,"56,5%",,,1,1500031591403.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18815,18816,,,,,,car6,,86.0,,"8,20%",,2210.0,17.0,,,,,Biodiesel_Ethanol,47.0,,52.0,,,,5%,MIL is OFF1 codes,P0133,"48,2%",,,1,1500031600418.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18816,18817,,,,,,car6,,84.0,,"5,10%",,1616.0,28.0,,,,,Biodiesel_Ethanol,48.0,,12.0,,,,2%,MIL is OFF1 codes,P0133,"44,3%",,,1,1500031609424.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18817,18818,,,,,,car6,,83.0,,"10,60%",,1646.0,63.0,,,,,Biodiesel_Ethanol,48.0,,42.0,,,,15%,MIL is OFF1 codes,P0133,"70,6%",,,1,1500031618430.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18818,18819,,,,,,car6,,82.0,,"20,00%",,1939.0,63.0,,,,,Biodiesel_Ethanol,47.0,,55.0,,,,15%,MIL is OFF1 codes,P0133,"73,7%",,,1,1500031627434.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18819,18820,,,,,,car6,,82.0,,"36,90%",,2149.0,65.0,,,,,Biodiesel_Ethanol,47.0,,57.0,,,,17%,MIL is OFF1 codes,P0133,"69,4%",,,1,1500031636442.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18820,18821,,,,,,car6,,81.0,,"32,20%",,2536.0,22.0,,,,,Biodiesel_Ethanol,47.0,,73.0,,,,13%,MIL is OFF1 codes,P0133,"74,1%",,,1,1500031645447.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18821,18822,,,,,,car6,,81.0,,"8,60%",,2109.0,19.0,,,,,Biodiesel_Ethanol,47.0,,41.0,,,,4%,MIL is OFF1 codes,P0133,"44,7%",,,1,1500031654454.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18822,18823,,,,,,car6,,79.0,,"5,90%",,1076.0,24.0,,,,,Biodiesel_Ethanol,47.0,,16.0,,,,3%,MIL is OFF1 codes,P0133,"45,5%",,,1,1500031663460.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18823,18824,,,,,,car6,,78.0,,"32,20%",,1875.0,57.0,,,,,Biodiesel_Ethanol,47.0,,41.0,,,,11%,MIL is OFF1 codes,P0133,"58,8%",,,1,1500031672465.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18824,18825,,,,,,car6,,78.0,,"38,40%",,2617.0,84.0,,,,,Biodiesel_Ethanol,47.0,,52.0,,,,40%,MIL is OFF1 codes,P0133,"73,7%",,,1,1500031681472.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18825,18826,,,,,,car6,,78.0,,"59,60%",,2798.0,95.0,,,,,Biodiesel_Ethanol,46.0,,53.0,,,,50%,MIL is OFF1 codes,P0133,"67,8%",,,1,1500031690479.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18826,18827,,,,,,car6,,78.0,,"5,90%",,1806.0,22.0,,,,,Biodiesel_Ethanol,46.0,,32.0,,,,3%,MIL is OFF1 codes,P0133,"52,5%",,,1,1500031699492.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18827,18828,,,,,,car6,,77.0,,"16,50%",,1138.0,79.0,,,,,Biodiesel_Ethanol,47.0,,35.0,,,,25%,MIL is OFF1 codes,P0133,"44,3%",,,1,1500031708503.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18828,18829,,,,,,car6,,77.0,,"5,50%",,1714.0,27.0,,,,,Biodiesel_Ethanol,46.0,,12.0,,,,3%,MIL is OFF1 codes,P0133,"59,6%",,,1,1500031717510.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18829,18830,,,,,,car6,,77.0,,"24,70%",,1714.0,56.0,,,,,Biodiesel_Ethanol,47.0,,28.0,,,,13%,MIL is OFF1 codes,P0133,"64,7%",,,1,1500031726516.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18830,18831,,,,,,car6,,78.0,,"5,50%",,1540.0,26.0,,,,,Biodiesel_Ethanol,47.0,,15.0,,,,3%,MIL is OFF1 codes,P0133,"52,9%",,,1,1500031735524.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18831,18832,,,,,,car6,,79.0,,"20,40%",,1145.0,30.0,,,,,Biodiesel_Ethanol,47.0,,6.0,,,,5%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500031744537.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18832,18833,,,,,,car6,,81.0,,"32,50%",,1993.0,71.0,,,,,Biodiesel_Ethanol,47.0,,32.0,,,,4%,MIL is OFF1 codes,P0133,"65,5%",,,1,1500031753544.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18833,18834,,,,,,car6,,81.0,,"9,80%",,2019.0,19.0,,,,,Biodiesel_Ethanol,46.0,,28.0,,,,4%,MIL is OFF1 codes,P0133,"59,6%",,,1,1500031762551.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18834,18835,,,,,,car6,,80.0,,"6,70%",,1330.0,65.0,,,,,Biodiesel_Ethanol,47.0,,10.0,,,,4%,MIL is OFF1 codes,P0133,"53,7%",,,1,1500031771558.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18835,18836,,,,,,car6,,80.0,,"8,20%",,1113.0,33.0,,,,,Biodiesel_Ethanol,47.0,,1.0,,,,2%,MIL is OFF1 codes,P0133,"62,0%",,,1,1500031780564.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18836,18837,,,,,,car6,,81.0,,"7,10%",,966.0,53.0,,,,,Biodiesel_Ethanol,47.0,,2.0,,,,3%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500031789570.0,volkswagen,polo,2006.0,"1,6",n,,0.0,11.0,4.0,7.0,2017.0
18837,18838,,,,,,car6,,82.0,,"5,10%",,600.0,43.0,,,,,Biodiesel_Ethanol,47.0,,0.0,,,,4%,MIL is OFF1 codes,P0133,"52,9%",,,1,1500031798575.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18838,18839,,,,,,car6,,34.0,,"19,60%",,1479.0,24.0,,,,,Biodiesel_Ethanol,25.0,,27.0,,,,17%,MIL is OFF1 codes,P0133,"63,5%",,,1,1500289240320.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18839,18840,,,,,,car6,,36.0,,"17,60%",,1168.0,32.0,,,,,Biodiesel_Ethanol,25.0,,8.0,,,,5%,MIL is OFF1 codes,P0133,"44,3%",,,1,1500289249326.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18840,18841,,,,,,car6,,36.0,,"5,90%",,914.0,32.0,,,,,Biodiesel_Ethanol,25.0,,0.0,,,,4%,MIL is OFF1 codes,P0133,"52,9%",,,1,1500289258329.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18841,18842,,,,,,car6,,38.0,,"5,10%",,897.0,33.0,,,,,Biodiesel_Ethanol,25.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"58,4%",,,1,1500289267336.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18842,18843,,,,,,car6,,39.0,,"7,80%",,861.0,34.0,,,,,Biodiesel_Ethanol,25.0,,0.0,,,,5%,MIL is OFF1 codes,P0133,"49,4%",,,1,1500289276341.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18843,18844,,,,,,car6,,39.0,,"6,30%",,877.0,58.0,,,,,Biodiesel_Ethanol,26.0,,13.0,,,,4%,MIL is OFF1 codes,P0133,"57,6%",,,1,1500289285346.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18844,18845,,,,,,car6,,41.0,,"47,80%",,2715.0,30.0,,,,,Biodiesel_Ethanol,26.0,,37.0,,,,7%,MIL is OFF1 codes,P0133,"71,4%",,,1,1500289294357.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18845,18846,,,,,,car6,,42.0,,"15,70%",,2001.0,21.0,,,,,Biodiesel_Ethanol,26.0,,31.0,,,,11%,MIL is OFF1 codes,P0133,"76,1%",,,1,1500289303372.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18846,18847,,,,,,car6,,44.0,,"10,20%",,1633.0,32.0,,,,,Biodiesel_Ethanol,26.0,,3.0,,,,5%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500289312376.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18847,18848,,,,,,car6,,45.0,,"5,10%",,872.0,32.0,,,,,Biodiesel_Ethanol,26.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500289321383.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18848,18849,,,,,,car6,,46.0,,"21,20%",,1442.0,33.0,,,,,Biodiesel_Ethanol,26.0,,17.0,,,,8%,MIL is OFF1 codes,P0133,"64,3%",,,1,1500289330389.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18849,18850,,,,,,car6,,47.0,,"14,90%",,1420.0,48.0,,,,,Biodiesel_Ethanol,26.0,,33.0,,,,11%,MIL is OFF1 codes,P0133,"50,2%",,,1,1500289339405.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18850,18851,,,,,,car6,,48.0,,"7,50%",,1773.0,34.0,,,,,Biodiesel_Ethanol,26.0,,33.0,,,,11%,MIL is OFF1 codes,P0133,"54,9%",,,1,1500289348422.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18851,18852,,,,,,car6,,50.0,,"45,90%",,2191.0,20.0,,,,,Biodiesel_Ethanol,26.0,,41.0,,,,21%,MIL is OFF1 codes,P0133,"69,0%",,,1,1500289357427.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18852,18853,,,,,,car6,,51.0,,"9,80%",,1679.0,22.0,,,,,Biodiesel_Ethanol,26.0,,32.0,,,,4%,MIL is OFF1 codes,P0133,"69,0%",,,1,1500289366435.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18853,18854,,,,,,car6,,51.0,,,,956.0,28.0,,,,,Biodiesel_Ethanol,27.0,,25.0,,,,3%,MIL is OFF1 codes,P0133,"50,2%",,,1,1500289375438.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18854,18855,,,,,,car6,,52.0,,"7,10%",,1060.0,90.0,,,,,Biodiesel_Ethanol,27.0,,43.0,,,,9%,MIL is OFF1 codes,P0133,"57,6%",,,1,1500289384444.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18855,18856,,,,,,car6,,52.0,,"7,10%",,1558.0,20.0,,,,,Biodiesel_Ethanol,27.0,,45.0,,,,3%,MIL is OFF1 codes,P0133,"54,9%",,,1,1500289393451.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18856,18857,,,,,,car6,,53.0,,"8,60%",,1402.0,55.0,,,,,Biodiesel_Ethanol,27.0,,51.0,,,,4%,MIL is OFF1 codes,P0133,"52,9%",,,1,1500289402456.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18857,18858,,,,,,car6,,53.0,,"25,10%",,1856.0,57.0,,,,,Biodiesel_Ethanol,27.0,,71.0,,,,15%,MIL is OFF1 codes,P0133,"68,2%",,,1,1500289411468.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18858,18859,,,,,,car6,,53.0,,"8,60%",,2228.0,38.0,,,,,Biodiesel_Ethanol,27.0,,63.0,,,,5%,MIL is OFF1 codes,P0133,"44,3%",,,1,1500289420476.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18859,18860,,,,,,car6,,52.0,,"25,50%",,2145.0,20.0,,,,,Biodiesel_Ethanol,27.0,,62.0,,,,14%,MIL is OFF1 codes,P0133,"70,6%",,,1,1500289429482.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18860,18861,,,,,,car6,,52.0,,,,1572.0,56.0,,,,,Biodiesel_Ethanol,28.0,,50.0,,,,3%,MIL is OFF1 codes,P0133,"43,5%",,,1,1500289438498.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18861,18862,,,,,,car6,,52.0,,"20,00%",,1698.0,94.0,,,,,Biodiesel_Ethanol,29.0,,53.0,,,,4%,MIL is OFF1 codes,P0133,"68,2%",,,1,1500289447505.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18862,18863,,,,,,car6,,52.0,,"36,90%",,1682.0,48.0,,,,,Biodiesel_Ethanol,27.0,,47.0,,,,17%,MIL is OFF1 codes,P0133,"65,9%",,,1,1500289456511.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18863,18864,,,,,,car6,,53.0,,,,828.0,31.0,,,,,Biodiesel_Ethanol,27.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"58,8%",,,1,1500289465516.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18864,18865,,,,,,car6,,54.0,,,,837.0,29.0,,,,,Biodiesel_Ethanol,28.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"57,3%",,,1,1500289474530.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18865,18866,,,,,,car6,,54.0,,,,837.0,30.0,,,,,Biodiesel_Ethanol,28.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"57,6%",,,1,1500289483535.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18866,18867,,,,,,car6,,56.0,,,,823.0,30.0,,,,,Biodiesel_Ethanol,28.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"57,3%",,,1,1500289492542.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18867,18868,,,,,,car6,,57.0,,,,817.0,30.0,,,,,Biodiesel_Ethanol,28.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500289501550.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18868,18869,,,,,,car6,,57.0,,"28,60%",,1377.0,30.0,,,,,Biodiesel_Ethanol,29.0,,28.0,,,,15%,MIL is OFF1 codes,P0133,"42,0%",,,1,1500289510564.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18869,18870,,,,,,car6,,59.0,,"23,90%",,1951.0,18.0,,,,,Biodiesel_Ethanol,29.0,,27.0,,,,5%,MIL is OFF1 codes,P0133,"70,2%",,,1,1500289519574.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18870,18871,,,,,,car6,,60.0,,"15,70%",,1401.0,48.0,,,,,Biodiesel_Ethanol,29.0,,20.0,,,,5%,MIL is OFF1 codes,P0133,"64,7%",,,1,1500289528580.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18871,18872,,,,,,car6,,60.0,,"20,40%",,1514.0,49.0,,,,,Biodiesel_Ethanol,29.0,,35.0,,,,11%,MIL is OFF1 codes,P0133,"66,7%",,,1,1500289537585.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18872,18873,,,,,,car6,,61.0,,"9,40%",,2082.0,34.0,,,,,Biodiesel_Ethanol,29.0,,42.0,,,,9%,MIL is OFF1 codes,P0133,"65,5%",,,1,1500289546597.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18873,18874,,,,,,car6,,61.0,,"8,60%",,1761.0,39.0,,,,,Biodiesel_Ethanol,30.0,,40.0,,,,9%,MIL is OFF1 codes,P0133,"58,4%",,,1,1500289555602.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18874,18875,,,,,,car6,,62.0,,,,798.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"64,7%",,,1,1500289564607.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18875,18876,,,,,,car6,,62.0,,,,797.0,31.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"56,5%",,,1,1500289573614.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18876,18877,,,,,,car6,,63.0,,,,809.0,31.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500289582624.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18877,18878,,,,,,car6,,64.0,,"5,10%",,813.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"51,4%",,,1,1500289591630.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18878,18879,,,,,,car6,,66.0,,"5,10%",,823.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500289600642.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18879,18880,,,,,,car6,,66.0,,"5,10%",,821.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500289609647.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18880,18881,,,,,,car6,,67.0,,"5,10%",,821.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500289618654.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18881,18882,,,,,,car6,,68.0,,"5,10%",,732.0,74.0,,,,,Biodiesel_Ethanol,30.0,,15.0,,,,12%,MIL is OFF1 codes,P0133,"54,1%",,,1,1500289627661.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18882,18883,,,,,,car6,,69.0,,"34,90%",,2276.0,39.0,,,,,Biodiesel_Ethanol,30.0,,38.0,,,,13%,MIL is OFF1 codes,P0133,"68,2%",,,1,1500289636666.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18883,18884,,,,,,car6,,69.0,,"7,50%",,1996.0,30.0,,,,,Biodiesel_Ethanol,30.0,,21.0,,,,4%,MIL is OFF1 codes,P0133,"44,7%",,,1,1500289645671.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18884,18885,,,,,,car6,,69.0,,,,818.0,33.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"54,9%",,,1,1500289654676.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18885,18886,,,,,,car6,,69.0,,,,825.0,32.0,,,,,Biodiesel_Ethanol,30.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"57,3%",,,1,1500289663682.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18886,18887,,,,,,car6,,69.0,,,,815.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"54,1%",,,1,1500289672695.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18887,18888,,,,,,car6,,69.0,,,,807.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"54,9%",,,1,1500289681700.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18888,18889,,,,,,car6,,70.0,,,,819.0,31.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"56,1%",,,1,1500289690715.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18889,18890,,,,,,car6,,71.0,,,,815.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"56,5%",,,1,1500289699721.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18890,18891,,,,,,car6,,72.0,,,,833.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"54,9%",,,1,1500289708726.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18891,18892,,,,,,car6,,72.0,,,,814.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"54,1%",,,1,1500289717732.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18892,18893,,,,,,car6,,73.0,,,,821.0,32.0,,,,,Biodiesel_Ethanol,31.0,,0.0,,,,3%,MIL is OFF1 codes,P0133,"59,6%",,,1,1500289726747.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18893,18894,,,,,,car6,,74.0,,"5,10%",,814.0,53.0,,,,,Biodiesel_Ethanol,32.0,,15.0,,,,3%,MIL is OFF1 codes,P0133,"55,3%",,,1,1500289735764.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18894,18895,,,,,,car6,,74.0,,"20,80%",,1569.0,58.0,,,,,Biodiesel_Ethanol,33.0,,30.0,,,,17%,MIL is OFF1 codes,P0133,"50,2%",,,1,1500289744769.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18895,18896,,,,,,car6,,75.0,,"27,10%",,2026.0,54.0,,,,,Biodiesel_Ethanol,33.0,,41.0,,,,13%,MIL is OFF1 codes,P0133,"69,0%",,,1,1500289753777.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18896,18897,,,,,,car6,,74.0,,"22,40%",,1802.0,34.0,,,,,Biodiesel_Ethanol,33.0,,43.0,,,,6%,MIL is OFF1 codes,P0133,"68,2%",,,1,1500289762783.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18897,18898,,,,,,car6,,73.0,,"16,10%",,1661.0,58.0,,,,,Biodiesel_Ethanol,33.0,,43.0,,,,14%,MIL is OFF1 codes,P0133,"57,3%",,,1,1500289771789.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18898,18899,,,,,,car6,,72.0,,"19,60%",,1645.0,18.0,,,,,Biodiesel_Ethanol,33.0,,43.0,,,,6%,MIL is OFF1 codes,P0133,"68,2%",,,1,1500289780795.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
18899,18900,,,,,,car6,,70.0,,,,1414.0,30.0,,,,,Biodiesel_Ethanol,33.0,,12.0,,,,4%,MIL is OFF1 codes,P0133,"44,3%",,,1,1500289789801.0,volkswagen,polo,2006.0,"1,6",n,,13.0,11.0,0.0,7.0,2017.0
